30.04,53962,347.446,28.12,77.626,17.6,19.407
16.64,8800,57.943,18.97,40.171,1,0.078
25.53,44957,274.131,28.12,83.253,20.82,22.636
25.99,42529,258.221,28.58,73.018,19.1,21.037
26.17,20662,167.268,19.86,20.908,22.44,38.855
24.84,21475,150.84,19.21,11.111,17,40.367
32.55,27557,246.128,28.86,72.173,11.67,11.608
13.14,22203,130.348,14.04,40.55,12.55,10.737
27.18,33628,271.707,30.93,26.46,27.92,23.089
27.37,46143,368.164,27.07,84.323,23.93,24.274
25.69,28392,192.104,31.18,49.91,17.75,14.359
11.88,13266,89.96,11.56,20.38,4.43,4.436
29.46,46140,302.545,30.41,83.054,19.69,9.972
30.28,23093,217.902,32.19,76.399,14.33,23.293
17.21,20966,126.753,13.44,26.721,11.61,24.188
12.79,22419,130.937,14.69,41.443,9.35,10.47
27.24,41889,261.182,28.81,89.865,24.76,21.42
25.68,39682,242.34,26.94,58.027,23.9,46.859
24.98,53586,62649.72,26.94,22928.82,21.44,1030.898
21.75,43390,239.593,26.07,82.82,19.14,23.094
8.31,7230,46.37,7.75,7.035,5.19,10.13
21.83,32058,180.294,25.08,20.91,19.1,22.821
30.67,32623,75208.16,28.61,31550.43,23.57,669.7
14.04,22191,126.455,14.56,41.271,12.93,11.226
19.29,19562,121.976,17.39,25.869,12.35,21.321
27.85,39100,318.616,28.86,58.165,23.71,20.998
26.55,31048,196.121,30.28,37.24,22.71,21.801
7.45,2402,18.247,0.89,0.017,3.16,5.855
27.24,4461,159.505,11.05,6.738,23.14,32.449
23.62,42079,585.288,23.83,87.538,16.16,9.769
28.28,39450,328.828,27.81,113.049,26.18,21.423
23.64,11213,79.263,26.36,66.874,1,0.498
21.89,38258,209.11,21.83,59.921,19.24,21.525
26.89,44639,445.516,27.14,248.207,23.65,21.527
12.91,15562,99.273,9.83,13.812,11.51,25.159
28.46,46825,188959.7,30.86,54431.94,21.6,7606.179
31.59,44333,303.668,29.51,78.504,26.41,9.346
26.46,46628,285.899,26.68,75.492,26.41,23.692
18.42,36070,200.589,18.28,37.328,17.62,22.964
22.38,22128,116.231,3.78,0.219,27.51,23.678
13.77,22962,134.303,15.19,42.832,9.73,7.717
25.3,38765,263.636,25.66,72.132,22,20.892
20.17,20810,169.367,13.82,20.601,20.36,37.612
5.26,7306,41.978,6.59,11.279,3.85,3.804
4.89,1124,264.057,7.83,224.887,1.5,4.821
25.84,33189,225.022,25.72,49.641,24.13,46.52
24.4,45283,286.827,28.99,87.914,16.84,20.196
23.28,41619,226.874,24.62,70.689,22.29,17.984
29.94,26052,160.039,2,0.108,22.82,25.355
23.54,23456,148.09,12.89,14.752,15.92,28.494
33.08,2861,143.188,4.58,5.31,14.27,27.461
20.74,29918,158.535,8.97,7.773,15.49,17.433
26.71,20073,161.409,11.38,18.552,13.78,34.263
22.94,15968,102.678,26.8,30.61,13.12,16.985
27,35680,206.966,30.85,54.758,26.91,20.663
24.18,39299,263.857,25.29,71.044,23.82,22.036
14.48,19614,127.83,16.03,40.282,11.55,10.796
25.51,32563,233.297,28.63,79.078,13.02,16.013
16.94,2702,115.428,14.88,21.757,14.02,23.551
23.65,43526,521.842,27.91,68.556,20.34,25.655
24.87,36221,505.581,27.04,242.88,6.65,6.57
25.17,3134,126.337,26.44,28.388,17,10.953
23,17025,183.315,19.83,66.841,36.4,14.68
22.02,26473,230.091,10.49,2.604,19.83,23.231
16.5,14458,92,11.65,17.166,11.69,22.495
25.16,34962,179.323,27.56,31.211,24.22,22.573
24.94,43483,360.734,29.67,176.908,22.64,22.556
24.99,31559,197.163,25.16,54.45,18.52,25.191
27.59,16205,111.453,22.6,50.516,2.37,2.461
26.45,48520,284.787,28.47,78.792,24.96,29.165
10.04,27024,214.769,9.42,51.924,10.95,23.425
22.11,31806,198.35,21.74,36.242,19.76,23.891
22.22,29550,67091.58,25.51,18282.04,24.75,3706.066
28.84,40332,254.787,18.35,40.993,26.95,55.03
25.4,33628,337.149,27.4,87.504,29.78,21.49
27.19,19483,211.299,30.61,62.433,19.13,20.082
23.46,42529,387.606,21.75,63.542,17.93,23.966
25.58,19732,182.061,27.14,54.882,11.42,7.479
22.89,21141,164.586,19.57,15.557,19.33,36.256
26,17095,143083.9,31.18,36369.24,21.15,3839.194
23.17,36844,200.384,21.21,35.733,24.14,22.191
16.97,29226,222.931,19.34,58.849,23.27,27.879
29.96,44621,486.486,30.01,77.979,23.9,22.075
23.54,39606,256.341,22.14,68.137,16.83,22.462
19.79,18865,111.254,11.55,14.605,15.03,24.45
26.53,37070,367.989,28.64,88.097,29.12,41.238
25.54,33644,205.3,28.12,34.072,20.27,21.128
26.98,47240,275.261,28.6,78.476,18.87,18.638
28.93,46216,286.532,30.79,87.068,20.43,22.163
29.44,17435,195.218,17.47,39.057,23.31,26.863
16.38,19108,117.692,14.19,24.356,12.96,24.731
24.27,28663,205.895,26.45,62.452,20.07,35.58
29.61,45893,324.922,29.72,85.963,17.02,19.928
24.73,24366,175.523,22.91,24.717,21.32,39.045
29.44,47613,313.072,28.78,79.983,22.71,26.2
27.16,42257,263.479,27.4,74.002,18.71,20.653
25.95,26031,2320.633,28.65,820.428,18.5,8.949
24.31,41693,158738.1,26.45,50373.63,23.19,8409.805
26.82,33363,208.232,26.9,63.849,17.97,31.622
14.5,13570,111.039,13.6,45.981,12.55,16.93
26.6,49943,438.854,28.52,78.058,21.83,63.28
28.94,44318,204389.3,29.1,70638.99,26.71,3657.081
15.07,8161,71.918,3.13,0.392,23.76,22.859
27.66,19478,149.429,29.34,54.972,32.11,35.777
27.17,35218,217.561,26.28,43.676,25.43,22.733
29.19,42018,572.162,29.86,150.41,11.14,3.317
27.51,35786,214.631,24.93,32.46,25.14,52.55
26.49,3120,162.917,20.43,23.882,23.35,32.945
23.24,33802,182.356,24.76,14.149,22.26,22.902
24.72,41036,268.193,28.34,81.097,15.86,22.667
27.83,41731,255.247,18.73,45.729,15.15,37.626
22.02,50769,346.846,26.25,87.634,23.02,67.473
29.3,43139,282.714,32.32,97.136,25.67,24.68
29.93,37075,229.939,27.42,37.874,25.52,53.46
28.04,43382,291.638,30.56,83.329,17.75,15.747
23.27,14275,104.894,24.09,60.435,0.33,0.026
23.69,6929,172.76,20.04,23.435,22.75,44.299
26.58,46507,260.206,29.9,83.609,22.45,21.723
25.87,33309,1617.496,27.81,513.29,21.06,19.626
25.42,43584,506.428,26.37,97.488,21.28,57.874
10.39,27531,264.186,10.99,84.85,8.04,26.779
26.81,29719,169.594,31.52,29.822,27.13,25.474
27.01,32418,265.9,32.43,111.485,18.62,8.661
25.02,27652,1741.877,27.86,429.53,37.57,46.037
26.54,46991,275.609,29.41,84.707,26.93,29.75
28.02,37235,400.76,30.31,123.867,28.73,24.144
27.22,24676,179.76,18.32,15.728,23.3,50.56
12.03,6932,29.581,15.7,4.601,3.77,2.367
29.33,45171,282.289,30.58,84.156,24.78,23.473
25.79,45020,273.081,25.26,77.342,21.49,21.81
15.45,24687,150.07,13.28,31.385,14.56,28.906
28.38,45369,458.901,28.49,256.848,20.98,21.46
26.18,13925,123.773,5.47,15.177,4.87,12.695
24.66,41209,245.087,26.3,78.044,25.29,21.987
23.46,20360,211.014,14.6,49.647,11.05,30.128
21.27,28387,157.282,2.98,2.221,19.6,18.093
14.15,21439,150.651,15.79,44.053,8.6,9.719
30.1,49150,315.961,28.58,79.63,23.97,21.139
26.61,45695,294.903,27.71,82.194,24.17,24.656
10.72,2670,56.817,4.32,3.513,9.71,20.079
29.41,33027,208.07,26.38,53.144,15.72,24.169
26.69,26356,159.988,29.2,29.775,31.75,24.454
14.03,19836,147.382,14.79,39.278,13.42,11.068
28.2,41335,241.925,29.24,72.258,18.03,19.474
17.66,14986,138.506,16.11,45.961,7.39,5.728
17.37,14242,90.174,12.39,21.82,12.69,14.809
14.08,13585,83.026,10.01,17.662,9.48,17.163
28.44,33459,922.057,31.78,83.179,17.88,15.687
29.14,41896,280.609,28.77,72.601,25.03,21.22
24.23,39192,226.497,26.26,83.547,20.39,8.748
19.11,14403,128.093,10.82,39.401,8.54,7.957
29.08,44195,261.418,29.49,81.022,23.24,22.621
28.62,41855,264.256,30.51,92.883,25.34,21.673
26.17,28522,1296.559,24.98,655.612,16.65,5.995
28.25,44935,275.827,29.61,83.633,18.92,19.764
20.91,45236,536.299,24.17,129.021,18.8,105.578
25.15,30752,47092.03,23.1,12749.14,27.25,1066.591
13.12,16857,104.524,10.33,20.348,8.24,13.589
29.65,38937,391.506,28.31,63.472,29.15,21.312
29.78,37812,255.363,30.74,32.718,24.49,23.772
25.62,40456,285.827,28.05,121.455,18,19.556
10.76,18732,157.214,11.33,41.503,5.01,5.917
27.32,28738,192.896,31.25,2.71,24.84,23.572
25.82,47523,348.003,25.68,69.421,17.14,18.218
26.68,43634,262.324,27.53,72.004,24.65,23.404
20.17,1726,109.286,20.45,14.576,14.36,29.767
25.64,39828,380.903,26.2,78.853,18.59,19.45
28.17,32851,203.516,29.56,26.098,24.16,21.156
19.74,40462,297.586,20.02,70.941,16.14,21.928
21.34,18545,110.453,18.21,14.935,14.54,23.851
21.11,46141,262.19,27.08,87.004,16.47,19.3
24.66,23257,132.188,14.11,10.228,10.71,10.09
26.87,36948,144583,29.44,34044.9,21.96,4671.967
28.73,39423,234.082,24.7,36.627,24.43,46.552
27.98,34292,418.738,30.61,82.297,26.2,23.285
28.01,32228,292.317,2.67,0.334,16.21,55.369
31.04,13384,145.127,11.98,29.376,7.88,7.531
19.44,22145,1804.78,19.05,681.846,11.13,153.548
22.01,18105,1913.535,14.61,649.43,13.26,320.128
18.24,2192,83.383,18.05,36.324,7.47,13.595
26.05,34119,252.784,24.51,42.964,25.83,22.67
24.44,23275,199.107,26.01,48.865,18.67,32.982
4.56,4539,28.868,4.89,10.162,3.11,3.411
22.7,46360,543.491,26.56,81.594,21.46,52.045
28.87,44442,304.827,27.6,70.789,22.71,22.968
27.79,3364,187.819,32.06,48.121,24,30.369
23.95,34030,863.193,25.35,193.735,18.31,21.204
10.37,2436,28.079,2.9,15.368,0.35,0.129
5.04,2790,15.734,3.25,7.413,1.03,0.186
18.53,16880,107.786,16.03,26.001,9.82,9.63
9.94,24379,218.985,10.25,58.351,10.42,25.017
13.9,20811,133.836,11.85,30.412,10.77,10.346
19.95,36881,235.257,21.86,82.587,18.18,22.052
29.14,6976,179.005,37.65,63.988,17.58,18.278
28.89,52485,331.391,28.57,78.713,20.13,17.546
30.59,48641,415.284,30.7,139.415,13.42,13.182
30.28,46344,314.185,30.75,84.931,26.74,24.31
21.81,16353,166.846,18.37,30.932,21.05,33.882
20.45,20100,457.185,18.36,136.222,9.27,97.88
26.48,52200,309.944,26.88,71.439,21.15,21.721
22.76,27480,168.482,23.22,47.785,9.09,25.324
23.44,27626,175.73,13.67,38.119,21.94,42.426
23.63,45496,341.308,24.3,82.16,21.81,23.733
27.2,44648,266.837,30.58,83.971,15.2,19.669
24.2,48657,300.779,23.81,75.206,18.04,19.954
24.89,46984,243.509,26.22,75.853,25.27,22.879
24.9,32685,136430,25.89,34194.09,26.85,3963.108
28.67,49107,130190.9,28.37,32425.04,22.63,7585.582
17.94,34706,217.248,12.35,34.133,24.59,32.888
27.18,40724,241.723,27.57,76.67,21.58,4.934
