,0,1
237,408.2857143,23889.0
238,411.1428571,23994.9
239,409.2857143,24067.8
240,404.4285714,24108.6
241,340.5714286,24226.5
242,355.4285714,24278.4
243,389.2857143,24304.5
244,421.2857143,24306.6
245,364.8571429,24319.5
246,405.4285714,24320.4
247,404.8571429,24329.1
248,386.1428571,24469.5
249,379.4285714,24478.2
250,371.2857143,24528.9
251,347.1428571,24648.0
252,395.8571429,24658.2
254,414.0,24665.1
255,436.7142857,24689.1
256,437.2857143,24689.1
258,372.4285714,24846.0
259,396.2857143,24864.3
260,407.8571429,24866.4
261,418.8571429,24866.7
262,434.4285714,24916.2
263,454.0,24953.7
264,401.7142857,24975.9
265,436.5714286,24998.7
266,375.1428571,25064.1
267,427.1428571,25082.7
268,423.0,25089.9
269,415.2857143,25125.6
270,433.5714286,25174.8
271,436.8571429,25191.3
272,457.0,25241.1
273,436.8571429,25246.8
274,394.1428571,25279.8
275,386.7142857,25296.9
276,441.8571429,25345.8
277,420.1428571,25412.1
279,439.2857143,25479.3
280,424.5714286,25788.9
281,440.5714286,26036.4
282,386.8571429,26101.2
283,439.8571429,26120.4
284,409.1428571,26205.6
285,391.4285714,26251.2
287,426.8571429,26269.5
288,375.0,26290.2
289,414.1428571,26374.2
290,409.1428571,26429.1
291,443.4285714,26956.2
292,411.5714286,26959.5
293,416.4285714,27114.9
294,412.0,27377.1
295,435.8571429,27864.9
296,454.0,28100.7
297,440.5714286,28128.0
298,461.7142857,29140.8
300,444.0,29979.3
