100.8,180.05,180.05,12.71428571,5.1,16.42857143,5.5
90.8,221.375,221.375,16,30,1.857142857,7.5
149,368.525,368.525,28.57142857,32.4,4.714285714,13
207.4,1105.925,1105.925,54,65.7,28.57142857,16.5
91.2,1165.1,1165.1,25.42857143,68.1,17.85714286,33.5
240.6,1218.575,1218.575,21.42857143,88.2,14.28571429,39
393.8,1238.525,1238.525,38.14285714,100.2,37.14285714,55.5
313,1335.65,1335.65,44.71428571,117.6,5,64.5
228,1432.85,1432.85,34,120.9,14.71428571,93
255.8,1985.9,1985.9,22.28571429,350.4,12.57142857,178.5
96.2,2030,2030,72.28571429,376.2,32.14285714,231
105.2,2148.35,2148.35,19.14285714,495.9,14.28571429,249
166.2,2477.75,2477.75,42.57142857,666.3,12.14285714,665.5
214.4,3261.275,3261.275,149.8571429,781.2,53.85714286,1183.5
332.8,3345.725,3345.725,446.4285714,813,33.85714286,1230.5
231.4,3935.675,3935.675,61.71428571,1053.9,51.14285714,1333.5
459.4,4276.55,4276.55,224.2857143,1380.3,264.8571429,1388.5
301.4,4393.85,4393.85,63.42857143,1403.7,159.1428571,1658.5
472.8,4944.725,4944.725,253.4285714,1423.8,44.42857143,1705.5
281.6,5226.95,5226.95,65.42857143,1593,78,1865.5
364.8,5253.725,5253.725,143.4285714,1714.2,55,1902
219.2,5501.825,5501.825,157.8571429,2021.4,63.28571429,2218
337,5719.625,5719.625,110.7142857,2110.5,21.42857143,2410.5
237.6,5747,5747,46.42857143,2223.9,308.2857143,2467
347.4,5763.05,5763.05,128.1428571,2331.9,110.5714286,2671.5
330,5900,5900,56.57142857,2487.9,105.5714286,2864
258.2,6445.475,6445.475,76.14285714,2864.7,45.14285714,2927.5
458.8,6700.85,6700.85,68,2979,71.57142857,2958.5
384.4,6803.45,6803.45,69.85714286,3048.6,237.8571429,2997.5
262.4,6839.3,6839.3,201.5714286,3068.4,140.4285714,3001.5
465.4,6867.05,6867.05,233.5714286,3109.5,125.4285714,3209
314.4,6921.725,6921.725,296.8571429,3145.5,95,3285
308.6,7077.8,7077.8,274.4285714,3333.3,130.4285714,3468
370.6,7083.95,7083.95,94.14285714,3383.7,221.4285714,3589.5
403.4,7196.45,7196.45,389.5714286,3468.6,160,3595.5
426.8,7283.975,7283.975,225.2857143,4055.7,163.1428571,3739.5
290,7327.925,7327.925,140.4285714,4143.6,112.5714286,3765.5
395.8,7344.05,7344.05,353.7142857,4244.7,118.7142857,3790.5
551.8,7358.975,7358.975,292.1428571,4372.8,139,3858.5
296,7434.575,7434.575,121.4285714,4375.5,122,3978.5
473.4,7536.5,7536.5,165,4381.5,266,4330.5
346.8,7542.65,7542.65,184.1428571,4425.6,291.2857143,4374
338.8,7657.1,7657.1,260.1428571,4480.5,151.8571429,4379.5
447.6,7717.325,7717.325,78.14285714,4553.1,264.2857143,4474.5
327.6,7826.9,7826.9,41.42857143,4610.4,65.28571429,4483
385.8,8148.2,8148.2,279.5714286,4667.1,377.2857143,4673
523.6,8282.975,8282.975,357.5714286,4708.2,140.2857143,4815
377,8335.4,8335.4,261.7142857,4718.4,122.8571429,4859.5
314.8,8372,8372,278.4285714,5145.6,230.8571429,4884.5
503.4,8475.275,8475.275,166.4285714,5149.8,281.2857143,4986
280.8,8484.125,8484.125,328.8571429,5172.3,153,5045
344.2,8506.475,8506.475,143,5298.6,74.14285714,5065
289.6,8587.25,8587.25,144.5714286,5355.3,186,5085
382.2,8606.975,8606.975,162.5714286,5565.6,153.1428571,5093
283,8748.5,8748.5,256.2857143,6042,170.1428571,5104.5
262.8,8776.1,8776.1,119,6101.4,153.8571429,5173
255.8,8820.275,8820.275,147.5714286,6104.4,133.5714286,5235
493.2,8914.1,8914.1,165.1428571,6114,132.8571429,5303
278,9037.7,9037.7,144.1428571,6130.5,179.2857143,5368.5
275.4,9072.725,9072.725,326.1428571,6165,165,5398
548.4,9228.575,9228.575,197.4285714,6180.3,157.7142857,5436.5
353.2,9387.95,9387.95,283.7142857,6272.4,242.8571429,5476.5
399.6,9466.625,9466.625,358.2857143,6273,191.7142857,5534
485.6,9510.425,9510.425,359.1428571,6320.7,184.7142857,5613
661.6,9739.1,9739.1,212.5714286,6527.1,150.1428571,5700
